1.875126 2.217106 0.356652
-3.779967 -1.426356 0.078786
-1.530290 1.022410 0.353740
1.027099 -0.258276 0.412651
1.620096 0.725265 0.590656
-0.937023 -2.194105 0.310019
1.075990 0.605141 0.901082
-1.342171 -1.581888 0.845224
2.980869 0.056716 0.730792
-0.348670 -0.617054 0.610303
0.660933 -1.567827 0.381143
-1.030374 0.097411 0.542457
-1.715032 -1.788805 0.117546
0.690715 -0.304116 0.419654
-1.410525 -0.241352 0.728177
2.027413 0.522513 0.533661
0.633250 1.294192 0.940088
-1.089717 -1.129703 0.562684
-1.028825 0.803129 0.454449
0.488356 -0.391616 0.293510
0.862746 -1.077055 0.625253
-0.769914 0.308834 0.626746
1.571317 -0.697805 0.330887
-1.971620 0.775042 0.474577
3.103504 0.567034 0.232662
-3.393196 -2.248000 0.237371
0.578825 0.297390 0.287244
-2.138954 -1.387942 0.511561
-0.785051 0.036481 0.258530
-1.124120 -1.447813 0.271225
0.555626 1.752321 0.335296
-1.786687 -0.026257 0.134361
-1.505967 -0.286333 0.217892
-0.142678 -2.087556 0.339863
0.855875 1.202429 0.168314
3.838147 0.764920 0.117494
-1.018821 -0.461827 0.644455
0.689142 0.766970 0.429866
2.821256 0.871909 0.332009
-1.699981 0.657667 0.074583
-1.242967 1.001703 0.155417
2.959420 1.698809 0.560628
-0.319240 1.693294 0.315866
-1.839915 -0.798296 0.310161
-0.015028 2.264442 0.120154
0.553645 -0.080596 0.902008
1.123606 1.508291 0.839947
-0.399342 0.548088 0.313160
-0.111370 0.610830 0.210329
0.812017 1.211840 0.780362
1.346428 -0.405921 0.002334
-5.793772 -1.186485 0.027895
0.628592 0.306019 0.073090
-0.309238 -0.362586 0.242907
-3.188372 -0.022398 0.610137
-1.297909 -1.368113 0.166135
-1.019928 -1.320703 0.876432
-2.115119 -0.529200 0.108594
1.749160 0.547549 0.221268
3.209463 1.345217 0.089645
-1.409921 0.414185 0.401657
-1.373369 0.957797 0.544752
-0.398130 -0.492371 0.314165
3.291152 0.939050 0.206089
0.324209 0.450006 0.635657
3.768287 1.500769 0.267783
0.188197 -0.428894 0.490407
0.372925 -0.088013 0.716871
0.603169 0.301562 0.335469
0.232170 1.988301 0.110662
-1.862921 -0.451372 0.859220
-0.573667 -0.146714 0.382098
0.958700 -0.521116 0.165071
-0.625303 -1.732833 0.435828
0.322424 -2.152050 0.136507
2.289224 0.604315 0.282741
1.844026 -0.916340 0.550053
-1.793372 -1.231970 0.743742
1.939756 -1.246193 0.065036
0.720439 -1.189410 0.098589
-0.940034 1.335560 0.597204
-1.200658 0.654562 0.394502
-4.563462 -1.798725 0.300349
-0.725957 -3.483181 0.596643
0.290609 2.094366 0.586813
0.678018 0.230587 0.681084
0.689480 -2.063060 0.016155
-0.408193 0.575944 0.708904
-1.066044 -0.993938 0.700240
-2.179729 -2.345677 0.192621
0.189488 0.981002 0.675976
0.201864 2.293617 0.766567
0.077524 -0.549123 0.034401
0.499728 -0.492878 0.639905
0.709379 0.112532 0.216718
-1.247065 0.509287 0.812280
-2.155186 0.177118 0.005782
-2.431587 -2.397946 0.309115
-1.752201 0.094516 0.042735
0.595400 -0.654768 0.899502
-0.781816 0.549055 0.136811
0.266530 0.893738 0.628148
-0.663697 -1.087478 0.605168
1.835498 1.475612 0.071454
2.134439 0.963133 0.837027
1.290159 0.344033 0.068214
1.000079 0.538860 0.631003
-0.003401 -1.494413 0.386700
-1.119389 -1.411851 0.771108
-0.347136 0.671978 0.783675
0.068634 1.006133 0.229292
-0.234213 0.239348 0.886273
-2.977642 -1.167056 0.413938
0.698150 -0.239918 0.045611
-2.029408 -3.751221 0.122853
0.436269 -0.020546 0.190999
3.721098 -0.672296 0.028989
-1.921887 -2.826970 0.070378
-0.270000 -2.079268 0.215448
1.863387 0.442268 0.092653
1.636198 2.658240 0.610646
1.339640 0.660813 0.058526
-3.917484 -1.484946 0.447138
0.028389 0.383873 0.229666
2.071164 -0.257066 0.475032
-1.474944 -1.721149 0.535753
-2.241715 0.385058 0.462850
0.301636 0.555078 0.539128
-1.454629 -1.049739 0.344701
1.351207 -0.178093 0.140867
-0.603952 -0.520859 0.142971
0.750090 0.331441 0.742422
1.145691 -1.058564 0.256074
0.406231 -1.051098 0.430952
0.352849 -0.437560 0.970172
-2.176639 -1.600303 0.642580
-0.248046 -1.521572 0.455647
1.805536 -1.675886 0.333844
3.314971 -0.430147 0.307600
1.130499 2.180894 0.558580
-2.569413 -1.761965 0.009442
-1.065469 -1.791242 0.279535
0.684217 1.471617 0.785508
1.443154 -0.035753 0.654609
1.808724 -0.320383 0.215724
-2.848278 -0.429162 0.327728
2.276267 1.284716 0.678960
